id,email,first_name,last_name,country,city,industry,number_of_employees,annual_revenue,job_title,seniority,deal_stage,deal_type,pipeline,amount,close_date,inbound_source,deal_source_of_the_deal,lifecycle_stage,lead_status,has_meeting,meeting_count,days_to_demo
218,sofia.aguilar48@tecnologiatech.cl,Sofía,Aguilar,Perú,Lima,Tecnología,42,3639422,Operations Manager,Manager,discovery,New Business,Inbound,,,Event,event_demo_day,marketing qualified lead,in progress,false,0,
219,rodrigo.sanchez74@telecomunicacionessa.cl,Rodrigo,Sánchez,Argentina,Buenos Aires,Telecomunicaciones,7856,196136273,Talent Acquisition Manager,Manager,lead,New Business,Outbound,,,Instagram,instagram_paid_reels,lead,new,false,0,
220,claudia.medina46@tecnologiasolutions.mx,Claudia,Medina,Argentina,Tucumán,Tecnología,29,4661230,VP of Operations,C-Level / VP,champion engaged,New Business,Inbound,19393,,Google,google_paid_performance_max,sales qualified lead,open deal,true,6,5
221,pablo.reyes35@retailsrl.com.ar,Pablo,Reyes,México,Monterrey,Retail,135,17553828,People Analytics Specialist,Technical,prequalified,New Business,Partnerships,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,open,false,0,
222,alejandro.gutierrez68@saludsrl.cl,Alejandro,Gutiérrez,España,Sevilla,Salud,412,17034146,Talent Acquisition Manager,Manager,demo,New Business,Outbound,5930,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,5,45
223,roberto.suarez97@outlook.com,Roberto,Suárez,Brasil,Curitiba,Alimentación,184,3185128,Talent Acquisition Manager,Manager,discovery,New Business,Inbound,,,Facebook,facebook_paid_prospecting,marketing qualified lead,open,false,0,
224,florencia.aguilar88@telecomunicacionessolutions.cl,Florencia,Aguilar,Perú,Trujillo,Telecomunicaciones,134,11526516,Payroll Analyst,IC,lead,New Business,Outbound,,,Referral,referral_organic,lead,open,false,0,
225,hernan.fernandez35@retailgroup.co,Hernán,Fernández,México,Monterrey,Retail,984,183770806,HR Director,Manager,lost,New Business,Outbound,25624,2026-07-08,Facebook,facebook_paid_retargeting,lead,bad timing,true,7,26
226,jimena.munoz71@outlook.com,Jimena,Muñoz,Argentina,Córdoba,Retail,462,15103215,Talent Acquisition Manager,Manager,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,open,false,0,
227,vanessa.garcia31@outlook.com,Vanessa,García,México,Guadalajara,Logística,410,18722961,HR Systems Architect,Technical,won,New Business,Partnerships,6771,2024-09-27,Facebook,facebook_paid_retargeting,customer,open deal,true,2,44
228,veronica.suarez23@saludinc.cl,Verónica,Suárez,Colombia,Bogotá,Salud,969,50007282,Training Manager,Manager,decision maker engaged,New Business,Outbound,13399,2026-04-09,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,false,0,
229,luis.vega51@gmail.com,Luis,Vega,México,Puebla,Educación,568,52595125,HR Director,Manager,demo,New Business,Outbound,28812,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,2,3
230,sofia.gonzalez59@finanzasinc.mx,Sofía,González,Brasil,Porto Alegre,Finanzas,2430,877207299,Talent Acquisition Manager,Manager,champion engaged,New Business,Enterprise,14405,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
231,javier.perez66@alimentaciongroup.com.ar,Javier,Pérez,México,Ciudad de México,Alimentación,1440,973903399,HR Systems Architect,Technical,champion engaged,New Business,Outbound,19158,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,5,33
232,veronica.torres44@construccioncorp.mx,Verónica,Torres,Brasil,Curitiba,Construcción,43,3758774,Payroll Analyst,IC,won,New Business,Outbound,8818,2024-04-20,Google,google_paid_search,customer,open deal,true,1,14
233,valeria.garcia79@finanzasgroup.cl,Valeria,García,Perú,Trujillo,Finanzas,5793,803191908,HR Analyst,IC,won,Expansion,Enterprise,51696,2026-12-26,Facebook,facebook_paid_lookalike,customer,open deal,false,0,
234,eduardo.hernandez25@manufacturainc.mx,Eduardo,Hernández,Argentina,Tucumán,Manufactura,32,3694279,CFO,C-Level / VP,champion engaged,New Business,Outbound,28308,,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,false,0,
235,daniela.aguilar68@outlook.com,Daniela,Aguilar,Chile,Concepción,Logística,981,115442759,HR Consultant,Technical,prequalified,New Business,Outbound,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
236,pablo.ortiz54@construcciontech.com,Pablo,Ortiz,Brasil,Belo Horizonte,Construcción,699,144408168,HR Consultant,Technical,approaching,New Business,Outbound,,,Instagram,instagram_paid_feed,lead,new,false,0,
237,sofia.flores89@manufacturatech.com.ar,Sofía,Flores,Chile,Antofagasta,Manufactura,23,1476041,COO,C-Level / VP,demo,New Business,Partnerships,18780,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,2,32
238,agustin.cabrera22@tecnologiagroup.co,Agustín,Cabrera,Colombia,Cali,Tecnología,2666,630901466,VP of People,C-Level / VP,demo,New Business,Outbound,58817,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
239,roberto.martinez87@outlook.com,Roberto,Martínez,España,Madrid,Finanzas,100,5418381,People Manager,Manager,lost,New Business,Outbound,8543,2024-07-17,Google,google_paid_performance_max,lead,bad timing,true,4,11
240,sofia.rodriguez14@outlook.com,Sofía,Rodríguez,Perú,Piura,Finanzas,418,34229373,Talent Acquisition Manager,Manager,approaching,New Business,Partnerships,,,Google,google_paid_display,lead,new,false,0,
241,nicolas.navarro84@telecomunicacionessrl.cl,Nicolás,Navarro,Colombia,Barranquilla,Telecomunicaciones,144,2558251,HR Consultant,Technical,discovery,New Business,Partnerships,,,Instagram,instagram_paid_reels,marketing qualified lead,open,true,3,25
242,alejandro.diaz31@telecomunicacionesinc.cl,Alejandro,Díaz,Argentina,Córdoba,Telecomunicaciones,23,2712814,Recruiter,IC,won,New Business,Outbound,5993,2026-12-19,Organic,organic_seo,customer,open deal,true,3,29
243,claudia.chavez19@alimentacionsrl.mx,Claudia,Chávez,Colombia,Bogotá,Alimentación,19,647898,Workforce Planning Analyst,Technical,final negotiation,New Business,Inbound,12081,2025-06-20,LinkedIn,linkedin_paid_awareness,opportunity,open deal,true,2,21
244,diego.jimenez66@educacionsrl.cl,Diego,Jiménez,Argentina,Rosario,Educación,48,3234748,Talent Acquisition Manager,Manager,won,Upsell,Outbound,5563,2025-09-04,Google,google_paid_performance_max,customer,open deal,true,6,36
245,valentina.ruiz93@logisticasolutions.mx,Valentina,Ruiz,México,Monterrey,Logística,1362,891762375,HR Business Partner,Manager,demo,New Business,Outbound,14419,,Google,google_paid_performance_max,sales qualified lead,open deal,false,0,
246,rodrigo.munoz20@logisticagroup.cl,Rodrigo,Muñoz,España,Valencia,Logística,4814,351477155,Payroll Analyst,IC,demo,New Business,Enterprise,18001,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
247,hernan.sanchez71@retailgroup.cl,Hernán,Sánchez,Perú,Piura,Retail,379,10025864,HR Coordinator,IC,demo,New Business,Partnerships,7749,,Event,event_demo_day,sales qualified lead,open deal,true,1,32
248,luis.rojas50@saludtech.mx,Luis,Rojas,México,Monterrey,Salud,990,100308354,Talent Acquisition Manager,Manager,prequalified,New Business,Outbound,,,Facebook,facebook_paid_prospecting,marketing qualified lead,open,false,0,
249,paola.cruz5@manufacturasolutions.co,Paola,Cruz,México,Guadalajara,Manufactura,40,2160828,Payroll Analyst,IC,decision maker engaged,New Business,Inbound,6873,2025-08-05,Event,event_demo_day,sales qualified lead,open deal,true,7,14
250,matias.gomez93@gmail.com,Matías,Gómez,España,Madrid,Construcción,92,16688126,Employee Experience Manager,Manager,approaching,New Business,Outbound,,,LinkedIn,linkedin_paid_retargeting,lead,open,true,1,15
251,rodrigo.martinez62@tecnologiasa.com,Rodrigo,Martínez,Brasil,Porto Alegre,Tecnología,451,78245460,HRIS Specialist,Technical,approaching,New Business,Inbound,,,Google,google_paid_search,lead,open,false,0,
252,jimena.vega79@telecomunicacionestech.mx,Jimena,Vega,Perú,Piura,Telecomunicaciones,62,18893951,People Operations Coordinator,IC,demo,New Business,Inbound,9108,,Google,google_paid_performance_max,sales qualified lead,open deal,false,0,
253,roberto.ramos55@gmail.com,Roberto,Ramos,México,Ciudad de México,Salud,8832,177311143,HR Systems Architect,Technical,pilot,New Business,Outbound,21951,2024-03-13,Google,google_paid_search,opportunity,open deal,true,5,26
254,eduardo.ramos56@saludtech.com,Eduardo,Ramos,Perú,Piura,Salud,3973,715941203,Employee Experience Manager,Manager,discovery,New Business,Outbound,,,Organic,organic_seo,marketing qualified lead,in progress,false,0,
255,miguel.cabrera47@alimentacionsolutions.com,Miguel,Cabrera,Argentina,Córdoba,Alimentación,117,11488964,HR Technology Consultant,Technical,discovery,New Business,Inbound,,,Facebook,facebook_paid_lookalike,marketing qualified lead,open,true,2,41
256,martin.lopez27@retailsa.cl,Martín,López,Perú,Chiclayo,Retail,829,160411109,Benefits Coordinator,IC,approaching,New Business,Enterprise,,,Organic,organic_seo,lead,new,false,0,
257,hernan.ortiz43@educaciongroup.com,Hernán,Ortiz,España,Sevilla,Educación,438,13754952,VP of Operations,C-Level / VP,pilot,New Business,Outbound,14274,2024-12-21,Referral,referral_organic,opportunity,open deal,true,1,44
258,carolina.vargas95@manufacturagroup.mx,Carolina,Vargas,México,Ciudad de México,Manufactura,48,3880281,Benefits Coordinator,IC,decision maker engaged,New Business,Inbound,9364,2024-10-10,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,1,22
259,valeria.gonzalez85@retailcorp.mx,Valeria,González,España,Madrid,Retail,38,4461767,HR Analyst,IC,lead,New Business,Outbound,,,Facebook,facebook_paid_lookalike,lead,open,false,0,
260,claudia.gonzalez25@outlook.com,Claudia,González,Chile,La Serena,Manufactura,50,5296731,Training Manager,Manager,discovery,New Business,Outbound,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
261,alejandro.diaz22@logisticacorp.mx,Alejandro,Díaz,Colombia,Medellín,Logística,47,4646653,VP of Operations,C-Level / VP,decision maker engaged,New Business,Inbound,31990,2024-02-01,Google,google_paid_display,sales qualified lead,open deal,false,0,
262,elena.flores17@retailsolutions.co,Elena,Flores,Brasil,Porto Alegre,Retail,877,85394078,Recruiter,IC,won,New Business,Outbound,34740,2025-12-18,LinkedIn,linkedin_paid_conversion,customer,open deal,true,4,27
263,matias.munoz67@tecnologiagroup.mx,Matías,Muñoz,Perú,Trujillo,Tecnología,6082,130264270,Talent Acquisition Manager,Manager,demo,New Business,Enterprise,21729,,Event,event_webinar,sales qualified lead,open deal,true,4,20
264,hernan.gutierrez67@finanzassrl.co,Hernán,Gutiérrez,Chile,Santiago,Finanzas,70,6979483,HR Manager,Manager,lost,New Business,Inbound,8426,2026-12-12,LinkedIn,linkedin_paid_awareness,lead,unqualified,true,3,25
265,eduardo.ruiz48@tecnologiasolutions.cl,Eduardo,Ruiz,Brasil,Belo Horizonte,Tecnología,244,15942298,HR Manager,Manager,discovery,New Business,Inbound,,,Google,google_paid_performance_max,marketing qualified lead,in progress,true,3,15
266,jorge.gomez94@finanzassa.co,Jorge,Gómez,Argentina,Tucumán,Finanzas,278,22249104,People Manager,Manager,demo,New Business,Inbound,5411,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
267,jorge.cruz59@outlook.com,Jorge,Cruz,España,Valencia,Alimentación,115,17697681,HR Generalist,IC,final negotiation,New Business,Inbound,9608,2024-09-17,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,8,41
268,jimena.alvarez2@saludtech.mx,Jimena,Álvarez,Argentina,Córdoba,Salud,2289,401292167,Payroll Analyst,IC,lost,New Business,Outbound,38244,2026-07-06,Instagram,instagram_paid_reels,lead,bad timing,false,0,
269,jimena.rodriguez15@gmail.com,Jimena,Rodríguez,España,Barcelona,Salud,701,189279500,HR Coordinator,IC,approaching,New Business,Enterprise,,,Facebook,facebook_paid_lookalike,lead,new,true,1,40
270,ricardo.castro56@retailgroup.co,Ricardo,Castro,Argentina,Córdoba,Retail,9597,125525085,Workforce Planning Analyst,Technical,lost,New Business,Enterprise,20060,2025-05-09,Facebook,facebook_paid_prospecting,lead,bad timing,true,2,42
271,roberto.castro22@saludsolutions.com,Roberto,Castro,Argentina,Tucumán,Salud,65,7812968,Payroll Manager,Manager,approaching,New Business,Inbound,,,Facebook,facebook_paid_retargeting,lead,open,false,0,
272,lucia.fernandez74@tecnologiasa.cl,Lucía,Fernández,España,Bilbao,Tecnología,648,122895771,HR Technology Consultant,Technical,approaching,New Business,Outbound,,,Google,google_paid_search,lead,new,false,0,
273,valentina.jimenez92@tecnologiacorp.com,Valentina,Jiménez,Perú,Piura,Tecnología,32,3811571,Chief People Officer,C-Level / VP,demo,New Business,Partnerships,24297,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,3,24
274,natalia.cruz23@manufacturatech.cl,Natalia,Cruz,Chile,La Serena,Manufactura,28,2613149,People Operations Manager,Manager,lead,New Business,Outbound,,,Google,google_paid_performance_max,lead,open,false,0,
275,carolina.rodriguez36@educaciontech.mx,Carolina,Rodríguez,Colombia,Medellín,Educación,513,99425993,Benefits Coordinator,IC,prequalified,New Business,Enterprise,,,Facebook,facebook_paid_retargeting,marketing qualified lead,open,false,0,
276,luis.diaz47@telecomunicacionessa.com.ar,Luis,Díaz,Colombia,Medellín,Telecomunicaciones,8374,931868542,HR Generalist,IC,demo,New Business,Outbound,10655,,Instagram,instagram_paid_reels,sales qualified lead,open deal,false,0,
277,eduardo.cabrera74@outlook.com,Eduardo,Cabrera,Brasil,Porto Alegre,Retail,38,3372220,VP of People,C-Level / VP,lost,New Business,Inbound,33508,2024-10-16,Instagram,instagram_paid_stories,lead,unqualified,true,3,37
278,nicolas.ramirez85@gmail.com,Nicolás,Ramírez,España,Valencia,Telecomunicaciones,106,14923591,HR Consultant,Technical,final negotiation,New Business,Partnerships,14582,2024-06-07,LinkedIn,linkedin_paid_retargeting,opportunity,open deal,true,7,5
279,rodrigo.alvarez50@retailtech.cl,Rodrigo,Álvarez,Colombia,Bogotá,Retail,142,9394594,HR Coordinator,IC,approaching,New Business,Outbound,,,Google,google_paid_search,lead,new,true,1,15
280,camila.jimenez14@alimentacioncorp.cl,Camila,Jiménez,España,Bilbao,Alimentación,310,27829410,HR Generalist,IC,prequalified,New Business,Inbound,,,Facebook,facebook_paid_prospecting,marketing qualified lead,open,true,2,3
281,javier.cabrera3@educacionsa.co,Javier,Cabrera,México,Puebla,Educación,125,13767722,HR Assistant,IC,demo,New Business,Outbound,8116,,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,false,0,
282,isabella.jimenez4@construccionsrl.com.ar,Isabella,Jiménez,Argentina,Buenos Aires,Construcción,749,77301518,HR Generalist,IC,prequalified,New Business,Outbound,,,Instagram,instagram_paid_stories,marketing qualified lead,open,false,0,
283,lucia.diaz55@outlook.com,Lucía,Díaz,España,Bilbao,Alimentación,125,11987618,VP of Human Resources,C-Level / VP,won,New Business,Partnerships,23932,2024-04-02,Facebook,facebook_paid_retargeting,customer,open deal,false,0,
284,javier.fernandez6@telecomunicacionesinc.mx,Javier,Fernández,Brasil,Belo Horizonte,Telecomunicaciones,152,4107653,Recruiter,IC,lost,New Business,Partnerships,12984,2025-03-20,Organic,organic_seo,lead,bad timing,true,7,32
285,veronica.rojas18@manufacturasa.com,Verónica,Rojas,Argentina,Buenos Aires,Manufactura,380,59135799,Benefits Coordinator,IC,won,New Business,Partnerships,7590,2025-02-13,Facebook,facebook_paid_lookalike,customer,open deal,true,1,30
286,ana.mendoza42@tecnologiasrl.com,Ana,Mendoza,España,Madrid,Tecnología,16,1739944,Compensation & Benefits Manager,Manager,discovery,New Business,Outbound,,,Google,google_paid_display,marketing qualified lead,open,false,0,
287,claudia.flores45@logisticasolutions.com.ar,Claudia,Flores,Colombia,Bogotá,Logística,438,59947071,HR Director,Manager,pilot,New Business,Inbound,8962,2024-09-03,Facebook,facebook_paid_lookalike,opportunity,open deal,true,2,25
288,carolina.navarro35@outlook.com,Carolina,Navarro,Perú,Lima,Finanzas,140,18080672,Training Manager,Manager,discovery,New Business,Outbound,,,Instagram,instagram_paid_feed,marketing qualified lead,open,false,0,
289,diego.gonzalez78@saludinc.mx,Diego,González,México,Guadalajara,Salud,290,11884212,Chief People Officer,C-Level / VP,discovery,New Business,Inbound,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
290,claudia.fernandez76@logisticagroup.co,Claudia,Fernández,Argentina,Mendoza,Logística,379,69709401,Founder & CEO,C-Level / VP,final negotiation,New Business,Partnerships,16214,2026-04-24,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,6,21
291,miguel.romero93@alimentaciongroup.com,Miguel,Romero,Argentina,Rosario,Alimentación,856,90901098,VP of Human Resources,C-Level / VP,prequalified,New Business,Outbound,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,open,false,0,
292,elena.rodriguez72@retailsa.mx,Elena,Rodríguez,Perú,Chiclayo,Retail,232,63235876,Founder & CEO,C-Level / VP,champion engaged,New Business,Outbound,26446,,Referral,referral_organic,sales qualified lead,open deal,true,3,11
293,luis.garcia75@construcciontech.mx,Luis,García,Brasil,Belo Horizonte,Construcción,2173,417621037,Benefits Coordinator,IC,champion engaged,New Business,Enterprise,16468,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,true,3,24
294,luis.romero97@construccionsolutions.com,Luis,Romero,Brasil,Belo Horizonte,Construcción,274,74115248,Workforce Manager,Manager,won,New Business,Inbound,5304,2024-01-06,Facebook,facebook_paid_prospecting,customer,open deal,true,1,7
295,fernando.castro40@retailcorp.cl,Fernando,Castro,México,Ciudad de México,Retail,987,142187861,Director General,C-Level / VP,pilot,New Business,Outbound,23528,2025-05-14,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,3,30
296,jimena.gutierrez3@gmail.com,Jimena,Gutiérrez,Argentina,Rosario,Finanzas,5131,639966446,Talent Acquisition Manager,Manager,prequalified,New Business,Enterprise,,,Facebook,facebook_paid_lookalike,marketing qualified lead,in progress,false,0,
297,carlos.lopez39@construcciontech.mx,Carlos,López,Argentina,Tucumán,Construcción,165,17389195,Payroll Manager,Manager,discovery,New Business,Inbound,,,Google,google_paid_display,marketing qualified lead,in progress,false,0,
298,maria.rivera7@retailsrl.cl,María,Rivera,Perú,Arequipa,Retail,464,25705310,HR Business Partner,Manager,lost,New Business,Inbound,13375,2026-07-03,LinkedIn,linkedin_paid_retargeting,lead,unqualified,true,8,42
299,jorge.aguilar11@saludsolutions.co,Jorge,Aguilar,Brasil,São Paulo,Salud,471,62037299,Employee Experience Manager,Manager,won,Expansion,Outbound,5798,2025-01-31,Facebook,facebook_paid_lookalike,customer,open deal,true,1,14
300,valentina.perez61@finanzascorp.mx,Valentina,Pérez,Argentina,Rosario,Finanzas,194,15491200,HR Systems Architect,Technical,pilot,New Business,Outbound,7992,2025-02-17,Instagram,instagram_paid_reels,opportunity,open deal,true,6,40
301,rodrigo.gonzalez61@gmail.com,Rodrigo,González,México,Ciudad de México,Educación,169,19917548,CTO,C-Level / VP,won,New Business,Partnerships,36200,2024-07-29,Instagram,instagram_paid_feed,customer,open deal,true,7,14
302,carlos.rivera75@alimentaciongroup.co,Carlos,Rivera,Perú,Arequipa,Alimentación,923,78987263,HR Generalist,IC,decision maker engaged,New Business,Enterprise,4045,2024-08-31,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,false,0,
303,andres.vargas23@telecomunicacionescorp.mx,Andrés,Vargas,Colombia,Bogotá,Telecomunicaciones,136,16324805,People Operations Manager,Manager,prequalified,New Business,Outbound,,,Organic,organic_seo,marketing qualified lead,in progress,true,1,35
304,laura.ruiz21@retailsolutions.com.ar,Laura,Ruiz,Colombia,Bogotá,Retail,910,84177322,Talent Acquisition Specialist,IC,decision maker engaged,New Business,Outbound,6868,2026-02-21,Event,event_conference,sales qualified lead,open deal,true,2,44
305,jorge.cruz41@retailinc.cl,Jorge,Cruz,Perú,Piura,Retail,22,4829330,Director General,C-Level / VP,decision maker engaged,New Business,Inbound,26271,2025-11-28,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,false,0,
306,roberto.herrera54@gmail.com,Roberto,Herrera,Chile,La Serena,Educación,67,4770483,Recruiter,IC,demo,New Business,Inbound,9320,,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,true,1,22
307,paola.ramos62@alimentaciongroup.com.ar,Paola,Ramos,Brasil,Rio de Janeiro,Alimentación,32,1695645,HR Assistant,IC,prequalified,New Business,Partnerships,,,Google,google_paid_search,marketing qualified lead,open,true,2,38
308,jorge.gutierrez91@outlook.com,Jorge,Gutiérrez,Colombia,Bogotá,Educación,6179,620496910,Founder & CEO,C-Level / VP,demo,New Business,Outbound,76967,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,false,0,
309,gabriela.sanchez58@saludgroup.cl,Gabriela,Sánchez,Argentina,Mendoza,Salud,8863,842126356,CHRO,C-Level / VP,demo,New Business,Outbound,74984,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,true,1,38
310,sofia.perez67@retailgroup.com,Sofía,Pérez,Brasil,Belo Horizonte,Retail,147,17360113,Co-Founder,C-Level / VP,discovery,New Business,Outbound,,,Referral,referral_organic,marketing qualified lead,in progress,true,1,3
311,daniela.medina35@gmail.com,Daniela,Medina,España,Madrid,Salud,7657,487046326,CEO,C-Level / VP,champion engaged,New Business,Enterprise,113994,,Google,google_paid_display,sales qualified lead,open deal,false,0,
312,claudia.diaz54@tecnologiasolutions.co,Claudia,Díaz,México,Guadalajara,Tecnología,224,26984120,CFO,C-Level / VP,champion engaged,New Business,Outbound,13694,,Referral,referral_organic,sales qualified lead,open deal,false,0,
313,maria.aguilar47@educaciongroup.cl,María,Aguilar,Chile,Santiago,Educación,295,73275690,HR Assistant,IC,lead,New Business,Partnerships,,,Facebook,facebook_paid_lookalike,lead,new,false,0,
314,roberto.diaz28@educacioninc.co,Roberto,Díaz,México,Puebla,Educación,388,28075535,Training Manager,Manager,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,open,false,0,
315,patricia.diaz3@educacionsa.com,Patricia,Díaz,Brasil,Porto Alegre,Educación,348,19219855,HR Generalist,IC,won,New Business,Outbound,10262,2025-09-25,Instagram,instagram_paid_stories,customer,open deal,true,3,33
316,miguel.martinez74@manufacturasolutions.com,Miguel,Martínez,España,Madrid,Manufactura,218,66987179,People Operations Coordinator,IC,lead,New Business,Outbound,,,Google,google_paid_performance_max,lead,open,false,0,
317,javier.morales39@logisticasrl.com.ar,Javier,Morales,Colombia,Bogotá,Logística,14,2655467,People Operations Coordinator,IC,lost,New Business,Outbound,7561,2024-04-08,Referral,referral_organic,lead,unqualified,true,6,13
318,andres.fernandez15@manufacturacorp.co,Andrés,Fernández,Chile,Antofagasta,Manufactura,472,38975262,Benefits Coordinator,IC,champion engaged,New Business,Outbound,8915,,Instagram,instagram_paid_stories,sales qualified lead,open deal,true,2,39
319,sergio.vega72@logisticatech.mx,Sergio,Vega,España,Sevilla,Logística,481,64941033,People Manager,Manager,approaching,New Business,Partnerships,,,Google,google_paid_search,lead,new,false,0,
320,daniela.ramos65@alimentacionsa.mx,Daniela,Ramos,Colombia,Cali,Alimentación,199,18969245,People Operations Manager,Manager,demo,New Business,Partnerships,3929,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
321,maria.rodriguez25@construccioninc.cl,María,Rodríguez,México,Ciudad de México,Construcción,8213,692345765,People Operations Manager,Manager,prequalified,New Business,Outbound,,,Google,google_paid_display,marketing qualified lead,in progress,false,0,
322,matias.vargas64@retailgroup.com.ar,Matías,Vargas,Brasil,Porto Alegre,Retail,48,3250331,Director General,C-Level / VP,approaching,New Business,Inbound,,,Organic,organic_seo,lead,new,true,2,12
323,javier.navarro15@tecnologiagroup.co,Javier,Navarro,Perú,Arequipa,Tecnología,468,38426460,Chief People Officer,C-Level / VP,champion engaged,New Business,Inbound,15263,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,6,39
324,lucia.ramirez84@saludsa.com,Lucía,Ramírez,Argentina,Buenos Aires,Salud,167,2721210,People Operations Coordinator,IC,champion engaged,New Business,Partnerships,10137,,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,true,5,42
325,jorge.hernandez17@telecomunicacionescorp.mx,Jorge,Hernández,Argentina,Córdoba,Telecomunicaciones,33,3340829,People Operations Coordinator,IC,demo,New Business,Inbound,10130,,Instagram,instagram_paid_feed,sales qualified lead,open deal,true,1,38
326,maria.cabrera51@retailtech.co,María,Cabrera,Perú,Arequipa,Retail,8695,931241456,Operations Manager,Manager,discovery,New Business,Outbound,,,Instagram,instagram_paid_feed,marketing qualified lead,in progress,false,0,
327,ricardo.navarro27@manufacturacorp.com.ar,Ricardo,Navarro,México,Puebla,Manufactura,489,62109737,Talent Acquisition Manager,Manager,prequalified,New Business,Outbound,,,Facebook,facebook_paid_retargeting,marketing qualified lead,in progress,true,2,26
328,miguel.aguilar68@telecomunicacionesinc.mx,Miguel,Aguilar,México,Tijuana,Telecomunicaciones,8724,555171997,HR Coordinator,IC,demo,New Business,Outbound,10755,,Organic,organic_seo,sales qualified lead,open deal,false,0,
329,ricardo.aguilar68@alimentacionsrl.mx,Ricardo,Aguilar,Chile,Santiago,Alimentación,7556,500066297,Benefits Coordinator,IC,champion engaged,New Business,Enterprise,10553,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,true,4,9
330,carlos.mendoza7@manufacturacorp.mx,Carlos,Mendoza,Chile,La Serena,Manufactura,30,2993276,Director General,C-Level / VP,approaching,New Business,Inbound,,,Organic,organic_seo,lead,new,false,0,
331,camila.gonzalez98@tecnologiatech.co,Camila,González,Brasil,São Paulo,Tecnología,370,40483187,HR Analyst,IC,won,Expansion,Outbound,7339,2025-06-13,Facebook,facebook_paid_prospecting,customer,open deal,true,2,5
332,maria.cabrera39@educacioninc.mx,María,Cabrera,Chile,La Serena,Educación,159,15197448,HR Generalist,IC,won,New Business,Partnerships,8227,2026-06-03,Instagram,instagram_paid_stories,customer,open deal,true,8,18
333,jorge.torres89@retailtech.co,Jorge,Torres,España,Barcelona,Retail,6788,479979018,Recruiter,IC,champion engaged,New Business,Outbound,11934,,Referral,referral_organic,sales qualified lead,open deal,true,5,39
334,javier.romero71@educaciontech.com,Javier,Romero,Brasil,Rio de Janeiro,Educación,2096,384991973,CHRO,C-Level / VP,lost,New Business,Outbound,74320,2026-04-08,Instagram,instagram_paid_feed,lead,bad timing,true,7,27
335,ricardo.diaz68@alimentacioninc.com,Ricardo,Díaz,Brasil,Belo Horizonte,Alimentación,168,16551991,Employee Experience Manager,Manager,champion engaged,New Business,Outbound,9621,,Organic,organic_seo,sales qualified lead,open deal,false,0,
336,fernando.lopez74@manufacturacorp.mx,Fernando,López,España,Valencia,Manufactura,2744,731311050,Employee Experience Manager,Manager,approaching,New Business,Outbound,,,Referral,referral_organic,lead,open,true,1,28
337,isabella.torres68@manufacturasolutions.com.ar,Isabella,Torres,Perú,Trujillo,Manufactura,553,188689684,Operations Manager,Manager,decision maker engaged,New Business,Enterprise,21080,2024-06-28,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,false,0,
338,monica.lopez72@gmail.com,Monica,López,Chile,Valparaíso,Tecnología,53,3298230,HR Analyst,IC,lead,New Business,Outbound,,,Facebook,facebook_paid_retargeting,lead,new,false,0,
339,rodrigo.torres82@manufacturatech.com.ar,Rodrigo,Torres,España,Madrid,Manufactura,359,58276921,People Manager,Manager,final negotiation,New Business,Partnerships,8055,2024-03-12,Instagram,instagram_paid_stories,opportunity,open deal,true,6,35
